dCategory,Team,League,City,City Alt.,Neighborhood,Intensity,zipcode,US lat,US lon,Match,Race,Fandom Level,helper,"Struggling (Less than $10,000)","Getting By ($10,000 to $14,999)","Getting By ($15,000 to $19,999)","Starting Out ($20,000 to $24,999)","Starting Out ($25,000 to $29,999)","Starting Out ($30,000 to $34,999)","Middle Class ($35,000 to $39,999)","Middle Class ($40,000 to $44,999)","Middle Class ($45,000 to $49,999)","Comfortable ($50,000 to $59,999)","Comfortable ($60,000 to $74,999)","Doing Well ($75,000 to $99,999)","Prosperous ($100,000 to $124,999)","Prosperous ($125,000 to $149,999)","Wealthy ($150,000 to $199,999)","Affluent ($200,000 or more)"
Fans,Green Bay Packers,NFL,Cross Plains,Cross Plains,Cross Plains,26,37049,36.54866,-86.69611,,Hispanic,casual,0.17,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0
Fans,Green Bay Packers,NFL,Cumberland,Cumberland,Cumberland,36,2864,41.949498,-71.43269,,Hispanic,casual,0.17,9,16,2,0,0,2,0,0,3,0,6,30,3,13,10,4
Fans,Green Bay Packers,NFL,Cushing,Cushing,Cushing,54,54006,45.57051,-92.65104,,Hispanic,avid,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Green Bay Packers,NFL,De Pere,De Pere,De Pere,52,54115,44.44888,-88.06038,,Hispanic,avid,0.17,0,0,0,0,2,0,4,0,0,5,4,15,5,18,6,0
Fans,Green Bay Packers,NFL,DeForest,De Forest,De Forest,37,53532,43.24777,-89.34373,,Hispanic,casual,0.17,3,0,0,7,1,5,0,0,0,0,0,8,2,1,2,7
Fans,Green Bay Packers,NFL,Decatur,Decatur,Decatur,0,30030,33.772554,-84.291723,,Hispanic,convertible,0.17,3,0,3,16,10,0,0,2,5,4,0,8,18,2,9,16
Fans,Green Bay Packers,NFL,Deerfield,Deerfield,Deerfield,26,53531,43.057662,-89.091798,,Hispanic,casual,0.17,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0
Fans,Green Bay Packers,NFL,Delafield,Delafield,Delafield,21,53018,43.015666,-88.386519,,Hispanic,casual,0.17,0,0,0,0,0,0,3,0,0,0,4,0,7,0,2,0
Fans,Green Bay Packers,NFL,Delavan,Delavan,Delavan,36,61734,40.424081,-89.600252,,Hispanic,casual,0.17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Green Bay Packers,NFL,Dodgeville,Dodgeville,Dodgeville,36,53533,43.007063,-90.192522,,Hispanic,casual,0.17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Fans,Green Bay Packers,NFL,Dousman,Dousman,Dousman,32,53118,42.951536,-88.444097,,Hispanic,casual,0.17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Fans,Green Bay Packers,NFL,East Troy,East Troy,East Troy,38,53120,42.78529,-88.4051,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,5,18,0,1,6,1
Fans,Green Bay Packers,NFL,Eau Claire,Eau Claire,Eau Claire,28,54701,44.75653,-91.473097,,Hispanic,casual,0.17,0,4,0,6,4,2,2,0,0,1,4,3,1,2,3,0
Fans,Green Bay Packers,NFL,Edgerton,Edgerton,Edgerton,44,53534,42.803797,-89.101389,,Hispanic,casual,0.17,0,0,0,0,2,0,11,0,0,2,0,1,14,16,0,0
Fans,Green Bay Packers,NFL,Elk Mound,Elk Mound,Elk Mound,27,54739,44.87885,-91.68711,,Hispanic,casual,0.17,0,2,0,0,0,1,0,0,1,1,0,1,2,0,1,0
Fans,Green Bay Packers,NFL,Elkhorn,Elkhorn,Elkhorn,19,53121,42.671666,-88.563961,,Hispanic,casual,0.17,1,2,0,1,0,0,0,4,3,0,3,22,4,0,10,14
Fans,Green Bay Packers,NFL,Elmwood Charter Township,Traverse City,Traverse City,5,49684,44.693963,-85.676342,,Hispanic,convertible,0.17,6,0,0,0,0,3,0,0,1,0,1,5,14,1,1,2
Fans,Green Bay Packers,NFL,Ephraim,Ephraim,Ephraim,24,54211,45.159184,-87.171024,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Green Bay Packers,NFL,Escanaba,Escanaba,Escanaba,34,49829,45.74525,-87.06458,,Hispanic,casual,0.17,0,3,0,5,0,0,0,6,0,0,0,10,0,4,0,0
Fans,Green Bay Packers,NFL,Fond du Lac,Fond Du Lac,Fond Du Lac,64,54935,43.77366,-88.436782,,Hispanic,avid,0.17,6,16,9,0,2,3,3,5,0,16,23,7,4,0,5,0
Fans,Green Bay Packers,NFL,Forestville,District Heights,District Heights,47,20747,38.851262,-76.885744,,Hispanic,casual,0.17,2,0,0,4,6,5,9,5,0,13,21,32,6,8,3,2
Fans,Green Bay Packers,NFL,Fort Atkinson,Fort Atkinson,Fort Atkinson,28,53538,42.926467,-88.841626,,Hispanic,casual,0.17,0,0,0,2,0,0,7,0,17,5,0,13,2,3,0,2
Fans,Green Bay Packers,NFL,Francis Creek,Francis Creek,Francis Creek,34,54214,44.197537,-87.713043,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Green Bay Packers,NFL,Franklin,Franklin,Franklin,30,37064,35.890746,-86.965691,,Hispanic,casual,0.17,15,3,6,8,10,11,0,7,14,5,32,6,16,5,8,10
Fans,Green Bay Packers,NFL,Frederic,Frederic,Frederic,37,54837,45.65912,-92.46714,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Fans,Green Bay Packers,NFL,Gallup,Gallup,Gallup,4,87301,35.534983,-108.737949,,Hispanic,convertible,0.17,17,30,19,10,9,12,9,12,11,48,84,20,23,11,21,7
Fans,Green Bay Packers,NFL,Germantown,Germantown,Germantown,39,12526,42.122234,-73.858769,,Hispanic,casual,0.17,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
Fans,Green Bay Packers,NFL,Gladstone,Gladstone,Gladstone,58,49837,45.881256,-87.115221,,Hispanic,avid,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Green Bay Packers,NFL,Glendale,Glendale,Glendale,20,85301,33.531753,-112.177935,,Hispanic,casual,0.17,179,144,61,118,150,106,101,111,109,208,251,231,102,66,44,39
Fans,Green Bay Packers,NFL,Goodview,Winona,Winona,57,55987,44.029975,-91.700889,,Hispanic,avid,0.17,0,12,0,0,2,8,2,4,0,6,0,5,4,0,0,1
Fans,Green Bay Packers,NFL,Grafton,Grafton,Grafton,32,44044,41.2745,-82.046168,,Hispanic,casual,0.17,3,0,0,0,0,0,1,0,0,0,2,0,0,4,5,0
Fans,Green Bay Packers,NFL,Grand Ledge,Grand Ledge,Grand Ledge,3,48837,42.700035,-84.766787,,Hispanic,convertible,0.17,0,0,0,1,0,0,2,0,6,0,3,4,0,0,8,0
Fans,Green Bay Packers,NFL,Green Bay,Green Bay,Green Bay,43,54301,44.480778,-88.016063,,Hispanic,casual,0.17,2,2,2,0,4,4,2,14,3,11,14,27,7,4,2,4
Fans,Green Bay Packers,NFL,Greendale,Greendale,Greendale,34,53129,42.937765,-87.998935,,Hispanic,casual,0.17,0,6,0,0,3,0,0,0,0,1,3,7,24,7,21,7
Fans,Green Bay Packers,NFL,Greenfield,Greenfield,Greenfield,29,45123,39.349996,-83.38602,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0
Fans,Green Bay Packers,NFL,Hales Corners,Hales Corners,Hales Corners,31,53130,42.943614,-88.046454,,Hispanic,casual,0.17,0,0,0,0,0,14,0,0,0,2,2,4,8,12,0,7
Fans,Green Bay Packers,NFL,Harrison,Harrison,Harrison,44,10528,40.979118,-73.723036,,Hispanic,casual,0.17,10,6,0,0,0,16,0,0,0,0,2,5,8,30,7,9
Fans,Green Bay Packers,NFL,Hartford,Hartford,Hartford,46,6103,41.766349,-72.674636,,Hispanic,casual,0.17,4,7,0,11,4,0,0,0,0,18,2,4,0,0,7,2
Fans,Green Bay Packers,NFL,Hickman,Hickman,Hickman,0,68372,40.61189,-96.62468,,Hispanic,convertible,0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fans,Green Bay Packers,NFL,Hobart,Hobart,Hobart,57,46342,41.53226,-87.25504,,Hispanic,avid,0.17,28,1,9,6,3,9,8,0,6,33,69,50,39,14,46,7
Fans,Green Bay Packers,NFL,Holmen,Holmen,Holmen,39,54636,43.968617,-91.223484,,Hispanic,casual,0.17,0,0,0,0,0,0,0,7,0,0,0,3,1,0,0,0
Fans,Green Bay Packers,NFL,Hortonville,Hortonville,Hortonville,46,54944,44.342058,-88.588244,,Hispanic,casual,0.17,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,0
Fans,Green Bay Packers,NFL,Houlton,Houlton,Houlton,80,4730,46.121345,-67.833009,,Hispanic,avid,0.17,3,0,0,0,0,2,0,0,0,0,0,7,4,0,2,0
Fans,Green Bay Packers,NFL,Howard,Green Bay,Green Bay,49,54313,44.586363,-88.115165,,Hispanic,casual,0.17,0,0,6,0,0,0,3,7,0,1,3,2,14,12,2,4
Fans,Green Bay Packers,NFL,Howards Grove,Sheboygan,Sheboygan,34,53083,43.815872,-87.764212,,Hispanic,casual,0.17,5,6,0,0,0,5,11,2,3,0,5,1,0,2,5,10
Fans,Green Bay Packers,NFL,Iron Mountain,Iron Mountain,Iron Mountain,29,49801,45.82023,-88.06596,,Hispanic,casual,0.17,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0
Fans,Green Bay Packers,NFL,Ironwood,Ironwood,Ironwood,28,49938,46.479574,-90.167111,,Hispanic,casual,0.17,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Green Bay Packers,NFL,Jackson,Jackson,Jackson,38,38301,35.570424,-88.862742,,Hispanic,casual,0.17,4,0,2,3,0,5,4,1,1,10,7,23,1,2,0,0
Fans,Green Bay Packers,NFL,Janesville,Janesville,Janesville,29,53545,42.738888,-89.0403,,Hispanic,casual,0.17,0,0,1,5,9,0,5,0,0,3,4,0,7,0,0,0
Fans,Green Bay Packers,NFL,Johnson Creek,Johnson Creek,Johnson Creek,31,53038,43.07195,-88.79344,,Hispanic,casual,0.17,0,0,0,0,0,1,1,0,0,1,0,3,0,0,0,1
Fans,Green Bay Packers,NFL,Juneau,Juneau,Juneau,37,53039,43.372221,-88.710157,,Hispanic,casual,0.17,0,0,0,0,4,0,2,0,0,1,5,0,0,0,0,0
Fans,Green Bay Packers,NFL,Kewanee,Kewanee,Kewanee,6,61443,41.24559,-89.92483,,Hispanic,convertible,0.17,13,3,1,0,23,0,0,9,6,7,8,10,2,3,0,3
Fans,Green Bay Packers,NFL,Kewaunee,Kewaunee,Kewaunee,49,54216,44.438185,-87.592719,,Hispanic,casual,0.17,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,1
Fans,Green Bay Packers,NFL,Kimberly,Kimberly,Kimberly,26,83341,42.50541,-114.367966,,Hispanic,casual,0.17,0,0,17,0,0,1,0,0,0,2,9,40,0,0,3,3
Fans,Green Bay Packers,NFL,King,King,King,42,54946,44.336605,-89.1444,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Green Bay Packers,NFL,Kingsford,Kingsford,Kingsford,36,49802,45.80106,-88.077894,,Hispanic,casual,0.17,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0
Fans,Green Bay Packers,NFL,Kronenwetter,Mosinee,Mosinee,61,54455,44.809226,-89.701277,,Hispanic,avid,0.17,1,0,0,0,0,0,0,0,0,4,0,2,5,0,1,0
Fans,Green Bay Packers,NFL,La Crosse,La Crosse,La Crosse,25,54601,43.806197,-91.140529,,Hispanic,casual,0.17,2,2,0,1,2,0,2,0,9,6,3,1,0,0,6,2
Fans,Green Bay Packers,NFL,Lake Hallie,Eau Claire,Eau Claire,31,54703,44.836453,-91.518514,,Hispanic,casual,0.17,0,0,3,0,0,0,7,0,4,2,13,12,4,0,4,0
Fans,Green Bay Packers,NFL,Lake Koshkonong,Fort Atkinson,Fort Atkinson,49,53538,42.926467,-88.841626,,Hispanic,casual,0.17,0,0,0,2,0,0,7,0,17,5,0,13,2,3,0,2
Fans,Green Bay Packers,NFL,Lake Mills,Lake Mills,Lake Mills,31,53551,43.080902,-88.913251,,Hispanic,casual,0.17,0,7,0,0,0,3,4,0,0,1,1,4,4,1,0,0
Fans,Green Bay Packers,NFL,Lake Wisconsin,Prairie Du Sac,Prairie Du Sac,57,53578,43.28693,-89.72401,,Hispanic,avid,0.17,0,0,3,0,0,0,0,0,0,0,0,5,9,2,1,0
Fans,Green Bay Packers,NFL,Lake Wissota,Chippewa Falls,Chippewa Falls,52,54729,44.958689,-91.319492,,Hispanic,avid,0.17,3,0,0,0,0,0,0,0,1,3,4,2,0,15,0,0
Fans,Green Bay Packers,NFL,Lancaster,Lancaster,Lancaster,31,17601,40.076553,-76.31068,,Hispanic,casual,0.17,14,5,12,24,24,7,7,0,18,12,52,69,37,18,7,45
Fans,Green Bay Packers,NFL,Little Chute,Little Chute,Little Chute,46,54140,44.294746,-88.316305,,Hispanic,casual,0.17,0,0,0,0,5,0,0,0,0,0,2,3,8,7,0,0
Fans,Green Bay Packers,NFL,Little Round Lake,Hayward,Hayward,60,54843,45.955223,-91.278308,,Hispanic,avid,0.17,1,0,0,0,0,0,0,0,0,2,3,11,0,0,0,1
Fans,Green Bay Packers,NFL,Little Suamico,Little Suamico,Little Suamico,61,54141,44.744566,-87.995493,,Hispanic,avid,0.17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Fans,Green Bay Packers,NFL,Lordstown,Warren,Warren,0,44481,41.176641,-80.902344,,Hispanic,convertible,0.17,0,0,2,0,3,0,0,0,0,0,4,0,2,0,0,0
Fans,Green Bay Packers,NFL,Manawa,Manawa,Manawa,86,54949,44.488057,-88.926954,,Hispanic,avid,0.17,1,0,0,0,2,0,0,0,0,5,2,0,0,0,0,0
Fans,Green Bay Packers,NFL,Manitowoc,Manitowoc,Manitowoc,44,54220,44.109709,-87.714403,,Hispanic,casual,0.17,12,5,2,10,3,1,4,6,11,0,9,14,12,1,0,5
Fans,Green Bay Packers,NFL,Marathon City,Marathon,Marathon,39,54448,44.875437,-89.80077,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fans,Green Bay Packers,NFL,Marinette,Marinette,Marinette,35,54143,45.086805,-87.716311,,Hispanic,casual,0.17,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0
Fans,Green Bay Packers,NFL,Marion,Marion,Marion,70,14505,43.15594,-77.172684,,Hispanic,avid,0.17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6
Fans,Green Bay Packers,NFL,Markesan,Markesan,Markesan,62,53946,43.723578,-89.065361,,Hispanic,avid,0.17,0,0,0,0,1,0,1,0,0,3,4,1,0,0,2,0
Fans,Green Bay Packers,NFL,Marshfield,Marshfield,Marshfield,36,2050,42.111805,-70.710744,,Hispanic,casual,0.17,0,0,0,3,0,0,6,0,0,0,0,0,2,2,0,3
Fans,Green Bay Packers,NFL,McFarland,Mc Farland,Mc Farland,32,53558,43.0125,-89.28984,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0
Fans,Green Bay Packers,NFL,Medford,Medford,Medford,63,97501,42.265974,-122.900832,,Hispanic,avid,0.17,18,14,5,41,56,37,37,17,18,55,69,88,20,21,5,2
Fans,Green Bay Packers,NFL,Menomonee Falls,Menomonee Falls,Menomonee Falls,28,53051,43.159363,-88.121527,,Hispanic,casual,0.17,14,0,3,0,0,10,0,4,0,11,11,11,7,6,16,24
Fans,Green Bay Packers,NFL,Menomonie,Menomonie,Menomonie,25,54751,44.867809,-91.943198,,Hispanic,casual,0.17,0,2,1,3,0,1,0,1,0,0,2,11,3,0,2,0
Fans,Green Bay Packers,NFL,Mequon,Mequon,Mequon,24,53097,43.242049,-88.009823,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14
Fans,Green Bay Packers,NFL,Merrill,Merrill,Merrill,41,54452,45.217518,-89.713291,,Hispanic,casual,0.17,3,3,0,0,1,1,2,1,0,5,2,1,1,0,0,0
Fans,Green Bay Packers,NFL,Merton,Merton,Merton,31,53056,43.146023,-88.30975,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Green Bay Packers,NFL,Middleton,Middleton,Middleton,23,1949,42.59509,-71.01616,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Fans,Green Bay Packers,NFL,Milltown,Milltown,Milltown,35,54858,45.51583,-92.461712,,Hispanic,casual,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Green Bay Packers,NFL,Milton,Milton,Milton,41,2186,42.240598,-71.078494,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,1,4,8,2,13,43
Fans,Green Bay Packers,NFL,Montpelier,Montpelier,Montpelier,0,5602,44.26829,-72.623619,,Hispanic,convertible,0.17,1,3,0,0,0,0,0,1,0,1,4,2,1,2,1,1
Fans,Green Bay Packers,NFL,Mosinee,Mosinee,Mosinee,48,54455,44.809226,-89.701277,,Hispanic,casual,0.17,1,0,0,0,0,0,0,0,0,4,0,2,5,0,1,0
Fans,Green Bay Packers,NFL,Mount Pleasant,Mount Pleasant,Mount Pleasant,17,15666,40.161024,-79.509814,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Green Bay Packers,NFL,Muscoda,Muscoda,Muscoda,99,53573,43.1234,-90.488423,,Hispanic,avid,0.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fans,Green Bay Packers,NFL,Necedah,Necedah,Necedah,51,54646,44.022637,-90.130552,,Hispanic,avid,0.17,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
Fans,Green Bay Packers,NFL,Negaunee,Negaunee,Negaunee,32,49866,46.4991,-87.6118,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0
Fans,Green Bay Packers,NFL,Nekoosa,Nekoosa,Nekoosa,50,54457,44.299968,-89.920843,,Hispanic,avid,0.17,0,1,3,2,0,2,0,0,1,1,0,1,1,3,0,2
Fans,Green Bay Packers,NFL,New Berlin,New Berlin,New Berlin,33,13411,42.631807,-75.385073,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Fans,Green Bay Packers,NFL,New Lisbon,New Lisbon,New Lisbon,63,53950,43.911145,-90.165918,,Hispanic,avid,0.17,0,0,0,0,0,0,0,0,2,0,0,1,1,2,3,1
Fans,Green Bay Packers,NFL,New London,New London,New London,44,3257,43.41396,-71.98508,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Fans,Green Bay Packers,NFL,New Richmond,New Richmond,New Richmond,36,45157,38.9124,-84.206745,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Fans,Green Bay Packers,NFL,North Fond du Lac,Fond Du Lac,Fond Du Lac,43,54937,43.791998,-88.388482,,Hispanic,casual,0.17,0,0,11,0,0,9,1,0,0,3,12,10,19,0,0,1
Fans,Green Bay Packers,NFL,Oak Creek,Oak Creek,Oak Creek,26,53154,42.886266,-87.89198,,Hispanic,casual,0.17,5,3,8,0,4,11,0,0,0,14,14,29,23,19,30,12
Fans,Green Bay Packers,NFL,Oconomowoc,Oconomowoc,Oconomowoc,30,53066,43.087062,-88.463305,,Hispanic,casual,0.17,0,0,0,1,0,1,0,1,0,0,0,13,6,2,5,11
Fans,Green Bay Packers,NFL,Oconto,Oconto,Oconto,64,54153,44.88721,-87.86455,,Hispanic,avid,0.17,0,0,0,0,0,4,0,0,0,3,2,0,0,0,0,2
Fans,Green Bay Packers,NFL,Oconto Falls,Oconto Falls,Oconto Falls,48,54154,44.901999,-88.125829,,Hispanic,casual,0.17,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
Fans,Green Bay Packers,NFL,Omro,Omro,Omro,41,54963,44.050782,-88.754887,,Hispanic,casual,0.17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Fans,Green Bay Packers,NFL,Onalaska,Onalaska,Onalaska,25,77360,30.822525,-95.105581,,Hispanic,casual,0.17,0,0,0,0,2,0,0,0,0,3,0,3,0,3,0,0
Fans,Green Bay Packers,NFL,Oneida,Oneida,Oneida,100,13421,43.047755,-75.640944,,Hispanic,avid,0.17,0,12,1,6,0,0,0,0,1,0,0,2,0,1,0,0
Fans,Green Bay Packers,NFL,Oregon,Oregon,Oregon,27,43616,41.656948,-83.44433,,Hispanic,casual,0.17,0,0,12,0,3,0,9,7,0,8,14,11,3,4,5,14
Fans,Green Bay Packers,NFL,Oregon,Oregon,Oregon,3,43616,41.656948,-83.44433,,Hispanic,convertible,0.17,0,0,12,0,3,0,9,7,0,8,14,11,3,4,5,14
Fans,Green Bay Packers,NFL,Osceola,Osceola,Osceola,36,54020,45.283783,-92.535618,,Hispanic,casual,0.17,2,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Fans,Green Bay Packers,NFL,Oshkosh,Oshkosh,Oshkosh,36,54901,44.062886,-88.535694,,Hispanic,casual,0.17,2,0,4,0,2,15,2,0,1,15,13,31,1,0,3,0
Fans,Green Bay Packers,NFL,Platteville,Platteville,Platteville,22,53818,42.73416,-90.47846,,Hispanic,casual,0.17,4,0,0,0,0,0,0,5,0,1,6,1,0,0,0,0
Fans,Green Bay Packers,NFL,Plover,Plover,Plover,56,54467,44.413942,-89.565507,,Hispanic,avid,0.17,6,0,0,0,0,0,0,0,0,8,1,5,4,0,0,0
Fans,Green Bay Packers,NFL,Plymouth,Plymouth,Plymouth,54,2360,41.886207,-70.638717,,Hispanic,avid,0.17,2,0,2,0,0,4,1,5,3,12,0,14,7,1,1,9
Fans,Green Bay Packers,NFL,Port Washington,Port Washington,Port Washington,24,11050,40.839896,-73.693128,,Hispanic,casual,0.17,10,0,0,7,6,20,2,3,16,0,53,26,23,8,17,35
Fans,Green Bay Packers,NFL,Portage,Portage,Portage,44,49002,42.193793,-85.563901,,Hispanic,casual,0.17,5,0,0,4,0,0,6,9,0,0,3,0,4,3,0,0
Fans,Green Bay Packers,NFL,Portage charter Township,Houghton,Houghton,40,49931,47.105336,-88.548157,,Hispanic,casual,0.17,1,7,0,2,3,0,0,0,0,0,1,0,0,2,0,0
Fans,Green Bay Packers,NFL,Poynette,Poynette,Poynette,62,53955,43.433273,-89.394518,,Hispanic,avid,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Fans,Green Bay Packers,NFL,Princeton,Princeton,Princeton,10,47670,38.303369,-87.534003,,Hispanic,casual,0.17,0,4,14,0,0,4,0,3,0,2,0,4,0,1,0,0
Fans,Green Bay Packers,NFL,Random Lake,Random Lake,Random Lake,49,53075,43.582924,-88.000555,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
Fans,Green Bay Packers,NFL,Reedsburg,Reedsburg,Reedsburg,37,53959,43.533502,-89.999636,,Hispanic,casual,0.17,2,4,2,2,0,0,0,1,1,4,2,9,0,0,2,0
Fans,Green Bay Packers,NFL,Richfield,Richfield,Richfield,38,44286,41.235492,-81.621093,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0
Fans,Green Bay Packers,NFL,Richland Center,Richland Center,Richland Center,51,53581,43.366148,-90.430225,,Hispanic,avid,0.17,0,1,4,0,4,3,0,0,0,6,1,0,0,0,0,0
Fans,Green Bay Packers,NFL,Ripon,Ripon,Ripon,41,95366,37.765177,-121.115411,,Hispanic,casual,0.17,2,6,0,19,7,6,3,4,15,16,30,21,9,12,35,25
Fans,Green Bay Packers,NFL,River Falls,River Falls,River Falls,25,54022,44.802351,-92.595365,,Hispanic,casual,0.17,0,4,0,0,0,0,1,5,3,0,2,1,4,1,0,0
Fans,Green Bay Packers,NFL,Roberts,Roberts,Roberts,47,59070,45.354073,-109.207199,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Green Bay Packers,NFL,Rock Creek,Sand Creek,Sand Creek,8,54765,45.169133,-91.68559,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fans,Green Bay Packers,NFL,Rome,Rome,Rome,0,30161,34.241733,-85.171591,,Hispanic,convertible,0.17,13,0,6,2,10,22,4,17,15,0,1,10,3,4,0,6
Fans,Green Bay Packers,NFL,Rosendale,Rosendale,Rosendale,35,54974,43.775697,-88.659504,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Fans,Green Bay Packers,NFL,Rothschild,Rothschild,Rothschild,39,54474,44.88719,-89.62012,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Green Bay Packers,NFL,Saginaw Charter Township,Saginaw,Saginaw,4,48603,43.460115,-84.026587,,Hispanic,convertible,0.17,5,0,0,29,7,0,0,5,11,38,2,33,12,15,5,6
Fans,Green Bay Packers,NFL,Sansom Park,Fort Worth,Fort Worth,0,76114,32.779629,-97.392797,,Hispanic,convertible,0.17,31,23,23,24,32,20,51,27,27,64,76,147,109,28,18,8
Fans,Green Bay Packers,NFL,Sauk City,Sauk City,Sauk City,41,53583,43.251127,-89.89584,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
Fans,Green Bay Packers,NFL,Seymour,Seymour,Seymour,58,47274,38.944827,-86.010789,,Hispanic,avid,0.17,16,0,5,4,12,3,28,6,19,4,33,14,7,4,0,2
Fans,Green Bay Packers,NFL,Sheboygan,Sheboygan,Sheboygan,47,53083,43.815872,-87.764212,,Hispanic,casual,0.17,5,6,0,0,0,5,11,2,3,0,5,1,0,2,5,10
Fans,Green Bay Packers,NFL,Sheboygan Falls,Sheboygan Falls,Sheboygan Falls,51,53085,43.726404,-87.853069,,Hispanic,avid,0.17,1,0,0,0,0,0,16,11,0,1,6,7,0,0,0,1
Fans,Green Bay Packers,NFL,Shell Lake,Shell Lake,Shell Lake,35,54871,45.73939,-91.92545,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fans,Green Bay Packers,NFL,Sherwood,Sherwood,Sherwood,38,72120,34.880689,-92.230285,,Hispanic,casual,0.17,0,7,5,0,0,2,6,0,0,4,9,12,6,1,1,0
Fans,Green Bay Packers,NFL,Shiocton,Shiocton,Shiocton,60,54170,44.482935,-88.589547,,Hispanic,avid,0.17,0,1,2,0,0,0,0,0,0,0,0,0,2,1,0,0
Fans,Green Bay Packers,NFL,Siren,Siren,Siren,60,54872,45.782741,-92.385751,,Hispanic,avid,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Green Bay Packers,NFL,Slinger,Slinger,Slinger,29,53086,43.327417,-88.260878,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,2,0,4,0,0,6,0,0
Fans,Green Bay Packers,NFL,South Milwaukee,South Milwaukee,South Milwaukee,27,53172,42.91057,-87.86064,,Hispanic,casual,0.17,5,0,6,8,0,8,7,2,7,8,16,29,7,5,11,2
Fans,Green Bay Packers,NFL,Sparta,Sparta,Sparta,52,62286,38.108083,-89.726486,,Hispanic,avid,0.17,0,0,0,0,0,0,3,0,0,0,4,0,0,2,0,0
