dCategory,Team,League,City,City Alt.,Neighborhood,zipcode,US lat,US lon,Intensity,Fandom Level,Race,"Struggling (Less than $10,000)","Getting By ($10,000 to $14,999)","Getting By ($15,000 to $19,999)","Starting Out ($20,000 to $24,999)","Starting Out ($25,000 to $29,999)","Starting Out ($30,000 to $34,999)","Middle Class ($35,000 to $39,999)","Middle Class ($40,000 to $44,999)","Middle Class ($45,000 to $49,999)","Comfortable ($50,000 to $59,999)","Comfortable ($60,000 to $74,999)","Doing Well ($75,000 to $99,999)","Prosperous ($100,000 to $124,999)","Prosperous ($125,000 to $149,999)","Wealthy ($150,000 to $199,999)","Affluent ($200,000 or more)"
Fans,Philadelphia Phillies,MLB,Boothwyn,Marcus Hook,Marcus Hook,19061,39.81928,-75.41853,36,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Bressler-Enhaut-Oberlin,Harrisburg,Harrisburg,17113,40.23904,-76.841644,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Fans,Philadelphia Phillies,MLB,Brittany Farms-Highlands,Chalfont,Chalfont,18914,40.288277,-75.201848,31,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Bryn Mawr,Bryn Mawr,Bryn Mawr,19010,40.023624,-75.329727,17,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Caddo Mills,Caddo Mills,Caddo Mills,75135,33.076823,-96.219803,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Chesilhurst,Waterford Works,Waterford Works,8089,39.723037,-74.836939,34,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Chesterfield Township,New Baltimore,New Baltimore,48051,42.693641,-82.821001,20,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Cinnaminson,Riverton,Riverton,8077,40.000162,-74.991632,43,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Claymont,Claymont,Claymont,19703,39.80379,-75.45814,29,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Coatesville,Coatesville,Coatesville,19320,39.968862,-75.829163,27,Casual,Native American,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Cochranville,Cochranville,Cochranville,19330,39.916517,-75.925805,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Collegeville,Collegeville,Collegeville,19426,40.18566,-75.45157,35,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Colmar,Colmar,Colmar,18915,40.272756,-75.256285,24,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Conestoga,Conestoga,Conestoga,17516,39.94066,-76.34635,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Conyngham,Conyngham,Conyngham,18219,40.990662,-76.056358,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Coopersburg,Coopersburg,Coopersburg,18036,40.502424,-75.411145,30,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Cornwall,Cornwall,Cornwall,17016,40.275536,-76.405309,25,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Croydon,Croydon,Croydon,19021,40.090878,-74.887554,40,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Darby,Darby,Darby,19023,39.917562,-75.269628,27,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Delanco,Riverside,Riverside,8075,40.029586,-74.948936,26,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Deptford Township,Woodbury,Woodbury,8096,39.822013,-75.129669,32,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Doylestown,Doylestown,Doylestown,18901,40.31011,-75.12989,29,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Dublin,Dublin,Dublin,43016,40.09746,-83.150103,25,Convertible,Native American,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Dupont,Pittston,Pittston,18641,41.342515,-75.722968,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,East Norriton,Norristown,Norristown,19401,40.13018,-75.331629,24,Convertible,Native American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Fans,Philadelphia Phillies,MLB,East Petersburg,East Petersburg,East Petersburg,17520,40.097468,-76.356832,21,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Easton,Easton,Easton,21601,38.800714,-76.051486,18,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fans,Philadelphia Phillies,MLB,Eddystone,Crum Lynne,Crum Lynne,19022,39.86144,-75.337023,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Edgewater Park,Beverly,Beverly,8010,40.049948,-74.917061,17,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Fans,Philadelphia Phillies,MLB,Elizabethville,Elizabethville,Elizabethville,17023,40.54897,-76.81192,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Ellington,Ellington,Ellington,6029,41.90399,-72.46981,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Ephrata,Ephrata,Ephrata,98823,47.31764,-119.55365,29,Casual,Native American,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Erma,Cape May,Cape May,8204,38.95928,-74.9274,26,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Exeter,Exeter,Exeter,3833,42.97731,-70.94687,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Exton,Exton,Exton,19341,40.049852,-75.637035,26,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Flourtown,Flourtown,Flourtown,19031,40.106805,-75.215071,42,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Folcroft,Folcroft,Folcroft,19032,39.895162,-75.278829,17,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Folsom,Folsom,Folsom,19033,39.890962,-75.327282,38,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Fort Loudon,Fort Loudon,Fort Loudon,17224,39.91481,-77.90472,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Fort Washington,Fort Washington,Fort Washington,19034,40.130959,-75.207437,19,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Franklin,Franklin,Franklin,37064,35.890746,-86.965691,25,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Gap,Gap,Gap,17527,40.011961,-76.021595,36,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Gardendale,Gardendale,Gardendale,35071,33.70615,-86.848289,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Gilbertsville,Gilbertsville,Gilbertsville,19525,40.309952,-75.584885,41,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Gladeview,Miami,Miami,33147,25.851779,-80.238173,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Gladwyne,Gladwyne,Gladwyne,19035,40.04486,-75.280686,17,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Glenolden,Glenolden,Glenolden,19036,39.902512,-75.29268,72,Avid,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Gloucester City,Gloucester City,Gloucester City,8030,39.890413,-75.112619,48,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Goldsboro,Goldsboro,Goldsboro,27530,35.368277,-78.092871,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Greenville,Greenville,Greenville,45331,40.156478,-84.649068,18,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Greenwich Township,Stewartsville,Stewartsville,8886,40.717349,-75.072957,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Haddon Township,Collingswood,Collingswood,8108,39.91817,-75.07128,39,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Hainesport,Hainesport,Hainesport,8036,39.987212,-74.829308,30,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Hamburg,Hamburg,Hamburg,14075,42.729083,-78.837596,24,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fans,Philadelphia Phillies,MLB,Hamilton Township,Trenton,Trenton,8610,40.201609,-74.704953,27,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Harleysville,Harleysville,Harleysville,19438,40.274188,-75.395188,42,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Harrisburg,Harrisburg,Harrisburg,17101,40.258655,-76.894376,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Hatboro,Hatboro,Hatboro,19040,40.182406,-75.106265,46,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Hatfield,Hatfield,Hatfield,19440,40.286592,-75.29093,36,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Havertown,Havertown,Havertown,19083,39.974861,-75.312081,43,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Herndon,Herndon,Herndon,20170,38.983887,-77.367457,0,Convertible,Native American,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fans,Philadelphia Phillies,MLB,Highlands,Highlands,Highlands,7732,40.40372,-73.99153,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Hometown,Tamaqua,Tamaqua,18252,40.79849,-75.937836,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Hondo,Hondo,Hondo,78861,29.398586,-99.176245,0,Convertible,Native American,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Horsham,Horsham,Horsham,19044,40.191808,-75.150577,47,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Jenkintown,Jenkintown,Jenkintown,19046,40.09796,-75.107767,30,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Jersey Shore,Jersey Shore,Jersey Shore,17740,41.25063,-77.267758,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Kennett Square,Kennett Square,Kennett Square,19348,39.867864,-75.716333,21,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Kimberton,Kimberton,Kimberton,19442,40.129517,-75.583145,28,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Lake Meade,East Berlin,East Berlin,17316,39.9376,-76.97859,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Langhorne,Langhorne,Langhorne,19047,40.179971,-74.912096,38,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fans,Philadelphia Phillies,MLB,Laureldale,Reading,Reading,19605,40.404942,-75.941603,31,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fans,Philadelphia Phillies,MLB,Lawrence Township,Trenton,Trenton,8648,40.279457,-74.69118,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Levittown,Levittown,Levittown,11756,40.7228,-73.515819,41,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Line Lexington,Line Lexington,Line Lexington,18932,40.299561,-75.254097,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Linntown,Lewisburg,Lewisburg,17837,40.969642,-76.948072,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Little River,Little River,Little River,29566,33.87853,-78.63938,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Logan Township,Washington,Washington,27889,35.519268,-76.8892,36,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Lumberton,Lumberton,Lumberton,8048,39.962299,-74.80007,30,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Magnolia,Magnolia,Magnolia,8049,39.854363,-75.036214,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Mahanoy City,Mahanoy City,Mahanoy City,17948,40.81259,-76.1416,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Maple Shade Township,Maple Shade,Maple Shade,8052,39.951212,-74.992163,35,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Marshall,Marshall,Marshall,62441,39.39143,-87.69364,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Matawan,Matawan,Matawan,7747,40.407507,-74.233788,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Maurice River,Heislerville,Heislerville,8324,39.224047,-74.994184,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Mentone,Mentone,Mentone,92359,34.07001,-117.13448,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Mentone,Mentone,Mentone,92359,34.07001,-117.13448,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Millersville,Goodlettsville,Goodlettsville,37072,36.34145,-86.775747,24,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Millsboro,Millsboro,Millsboro,19966,38.659458,-75.24641,22,Convertible,Native American,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
Fans,Philadelphia Phillies,MLB,Montgomeryville,Montgomeryville,Montgomeryville,18936,40.24733,-75.24379,35,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Morrisville,Richeyville,Richeyville,15358,40.056347,-79.992554,30,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Mount Ephraim,Mount Ephraim,Mount Ephraim,8059,39.886463,-75.094068,38,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Mount Holly Springs,Mount Holly Springs,Mount Holly Springs,17065,40.11842,-77.18998,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Mount Laurel,Mount Laurel,Mount Laurel,8054,39.955912,-74.91731,21,Convertible,Native American,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Mount Pleasant Mills,Mount Pleasant Mills,Mount Pleasant Mills,17853,40.723706,-77.013547,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Mount Royal,Mount Royal,Mount Royal,8061,39.808643,-75.212943,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Myerstown,Myerstown,Myerstown,17067,40.39037,-76.315043,31,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,National Park,National Park,National Park,8063,39.86595,-75.17879,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Nescopeck,Nescopeck,Nescopeck,18635,41.049051,-76.189182,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,New Holland,New Holland,New Holland,17557,40.14607,-76.073814,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,New Oxford,New Oxford,New Oxford,17350,39.881881,-77.077431,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,New Tripoli,New Tripoli,New Tripoli,18066,40.652611,-75.759361,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Newfield,Newfield,Newfield,8344,39.565465,-75.014084,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,North Star,Hockessin,Hockessin,19707,39.78384,-75.6816,34,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,North Wildwood,Wildwood,Wildwood,8260,39,-74.81667,81,Avid,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Oaks,Oaks,Oaks,19456,40.13177,-75.45963,29,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Oakwood,Bedford,Bedford,44146,41.389054,-81.536842,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Ocean City,Ocean City,Ocean City,8226,39.277616,-74.5746,36,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Old Forge,Old Forge,Old Forge,18518,41.372779,-75.730836,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Oley,Oley,Oley,19547,40.38759,-75.78964,28,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Oreland,Oreland,Oreland,19075,40.113809,-75.185219,30,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Palmyra,Palmyra,Palmyra,17078,40.30898,-76.5933,35,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Paoli,Paoli,Paoli,19301,40.040057,-75.488793,24,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Parkesburg,Parkesburg,Parkesburg,19365,39.95872,-75.91939,45,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Perkasie,Perkasie,Perkasie,18944,40.390196,-75.233253,37,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Pine Grove,Pine Grove,Pine Grove,17963,40.577029,-76.33716,37,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Pine Hill,Clementon,Clementon,8021,39.80364,-75.005762,38,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Fans,Philadelphia Phillies,MLB,Pitman,Pitman,Pitman,8071,39.734928,-75.136809,33,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Pittsgrove Township,Elmer,Elmer,8318,39.548074,-75.198368,32,Casual,Native American,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Plymouth Meeting,Plymouth Meeting,Plymouth Meeting,19462,40.10965,-75.27962,34,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Pottstown,Pottstown,Pottstown,19464,40.263457,-75.617195,30,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Pottsville,Pottsville,Pottsville,17901,40.708751,-76.282986,30,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Ramblewood,Mount Laurel,Mount Laurel,8054,39.955912,-74.91731,0,Convertible,Native American,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Rancho San Diego,Spring Valley,Spring Valley,91978,32.733452,-116.957898,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Red Hill,Red Hill,Red Hill,18076,40.37288,-75.48101,52,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Reiffton,Reading,Reading,19606,40.335119,-75.874976,0,Convertible,Native American,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Richboro,Richboro,Richboro,18954,40.224658,-75.001662,30,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Ridgeland,Ridgeland,Ridgeland,39157,32.436064,-90.13731,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Ridley Park,Ridley Park,Ridley Park,19078,39.878212,-75.323082,48,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Robesonia,Robesonia,Robesonia,19551,40.35176,-76.13439,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Philadelphia Phillies,MLB,Rural Hall,Rural Hall,Rural Hall,27045,36.230211,-80.329602,0,Convertible,Native American,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Fans,Philadelphia Phillies,MLB,Saint Lawrence,Reading,Reading,19606,40.335119,-75.874976,33,Casual,Native American,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
